iter	Logloss
0	0.6812574032
1	0.6706203656
2	0.6606448499
3	0.6501351189
4	0.6416750166
5	0.6306848647
6	0.6219629318
7	0.6162867136
8	0.6064915314
9	0.5978491008
10	0.5921153356
11	0.584884326
12	0.5765390139
13	0.5686068211
14	0.5623126036
15	0.5548584753
16	0.5466072617
17	0.5405772778
18	0.5353213456
19	0.5287936078
20	0.5231278922
21	0.5167243831
22	0.5102232411
23	0.5051351572
24	0.4990873518
25	0.4941229781
26	0.4900022571
27	0.4860757067
28	0.4826851623
29	0.4793035982
30	0.4749572291
31	0.4720370905
32	0.4670696396
33	0.4626880406
34	0.4591328865
35	0.4553308297
36	0.4522468162
37	0.4477141333
38	0.445434305
39	0.4427707957
40	0.4390833098
41	0.4365795546
42	0.4344521338
43	0.4315529432
44	0.4285534582
45	0.4251309101
46	0.4232388548
47	0.4212958397
48	0.4191743224
49	0.4176679128
50	0.4156140598
51	0.4132643721
52	0.4114981627
53	0.4098886675
54	0.4073484399
55	0.4042969044
56	0.4020561363
57	0.3997782127
58	0.3977636861
59	0.395603906
60	0.3939048461
61	0.3918608313
62	0.3893538934
63	0.3877511392
64	0.3862297615
65	0.3848326388
66	0.3830581859
67	0.3811919455
68	0.3802570236
69	0.3782482273
70	0.3759191804
71	0.3746841781
72	0.3732848834
73	0.3709154511
74	0.3690492545
75	0.3678720186
76	0.3671592536
77	0.3661713109
78	0.3644940631
79	0.363564934
80	0.3622344722
81	0.3608263231
82	0.3597170365
83	0.3588605789
84	0.3573909446
85	0.3565012337
86	0.3553786155
87	0.353552863
88	0.3524255157
89	0.3511627016
90	0.35042263
91	0.349237428
92	0.3482989223
93	0.3476616224
94	0.3465460101
95	0.3455864699
96	0.3447780548
97	0.3437014801
98	0.3425749999
99	0.3412241213
100	0.3406351338
101	0.3395150071
102	0.3385768084
103	0.338144266
104	0.3371975634
105	0.3364273249
106	0.3356521361
107	0.3344848628
108	0.3340084482
109	0.3330094369
110	0.3320418266
111	0.3316063808
112	0.3306272057
113	0.3298323342
114	0.3291810559
115	0.3281553353
116	0.3276109634
117	0.32681074
118	0.3262695653
119	0.3254894571
120	0.3248715896
121	0.3241880782
122	0.323045969
123	0.3221539447
124	0.3215340154
125	0.3204772761
126	0.3197912111
127	0.3187454843
128	0.3178442847
129	0.3167978607
130	0.3159914271
131	0.3151661642
132	0.3147578553
133	0.3140793091
134	0.3129379447
135	0.312382761
136	0.3118009176
137	0.3112111634
138	0.310426933
139	0.3098329719
140	0.3088437794
141	0.3082375987
142	0.3076779661
143	0.307001594
144	0.3065741252
145	0.305868476
146	0.3052448434
147	0.3046408156
148	0.3042435905
149	0.3034458468
150	0.3025574813
151	0.3018978898
152	0.3012833032
153	0.3009597783
154	0.3004214408
155	0.2999388733
156	0.2992832831
157	0.298863954
158	0.2982302859
159	0.2975048145
160	0.2970035785
161	0.2961918564
162	0.2955445314
163	0.294901272
164	0.2943926362
165	0.2934216399
166	0.2927309937
167	0.2922390449
168	0.291661911
169	0.2911934902
170	0.2904847873
171	0.2901066765
172	0.2896222116
173	0.2891029647
174	0.2882059241
175	0.2875933701
176	0.2871935227
177	0.2864369574
178	0.28571333
179	0.2852721808
180	0.2849815838
