iter	Passed	Remaining
0	132	660144
1	258	645055
2	386	644373
3	516	644701
4	641	641011
5	788	656037
6	919	655692
7	1054	658041
8	1192	661574
9	1326	661711
10	1459	661813
11	1598	664236
12	1724	661476
13	1863	663761
14	1989	661265
15	2107	656529
16	2227	652943
17	2349	650195
18	2493	653821
19	2621	652679
20	2747	651426
21	2887	653276
22	3014	652239
23	3140	651163
24	3275	651844
25	3391	648818
26	3532	650652
27	3665	650879
28	3791	649864
29	3940	652751
30	4061	651062
31	4199	651928
32	4329	651613
33	4491	655950
34	4652	659946
35	4837	667014
36	4994	669965
37	5198	678851
38	5373	683583
39	5538	686822
40	5709	690617
41	5885	694802
42	6058	698382
43	6207	699151
44	6410	705883
45	6565	707027
46	6734	709684
47	6916	713541
48	7083	715674
49	7239	716726
50	7438	721807
51	7587	721984
52	7766	724964
53	7921	725509
54	8126	730605
55	8309	733614
56	8470	734521
57	8623	734793
58	8760	733623
59	8938	735901
60	9110	737681
61	9266	738055
62	9454	740936
63	9640	743490
64	9819	745515
65	10009	748322
66	10161	748140
67	10297	746893
68	10424	744997
69	10563	743946
70	10723	744441
71	10894	745652
72	11042	745276
73	11238	748119
74	11386	747683
75	11533	747229
76	11693	747627
77	11836	746915
78	11985	746600
79	12141	746673
80	12290	746407
81	12434	745740
82	12586	745614
83	12741	745699
84	12873	744388
85	13020	743994
86	13170	743776
87	13315	743224
88	13496	744754
89	13669	745730
90	13797	744329
91	13956	744535
92	14138	745994
93	14336	748260
94	14470	747142
95	14619	746819
96	14754	745804
97	14912	745943
98	15071	746092
99	15198	744705
100	15342	744184
101	15487	743700
102	15656	744358
103	15783	743041
104	15947	743470
105	16083	742569
106	16237	742511
107	16374	741685
108	16543	742317
109	16715	743089
110	16851	742217
111	17031	743319
112	17168	742494
113	17310	741916
114	17464	741862
115	17637	742588
116	17784	742241
117	17940	742256
118	18068	741101
119	18240	741791
120	18381	741191
121	18515	740302
122	18692	741182
123	18852	741339
124	19019	741763
125	19168	741490
126	19301	740593
127	19427	739474
128	19592	739821
129	19749	739864
130	19888	739230
131	20041	739088
132	20179	738446
133	20333	738361
134	20500	738779
135	20681	739683
136	20869	740788
137	21021	740622
138	21191	741091
139	21349	741142
140	21478	740170
141	21656	740890
142	21796	740324
143	21940	739898
144	22118	740594
145	22289	741047
146	22466	741711
147	22643	742338
148	22797	742233
149	22942	741803
150	23105	741963
151	23293	742931
152	23454	743017
153	23629	743576
154	23781	743359
155	23915	742606
156	24066	742367
157	24244	742997
158	24397	742813
159	24560	742949
160	24694	742215
161	24849	742103
162	25002	741937
163	25149	741591
164	25303	741471
165	25457	741320
166	25593	740664
167	25717	739692
168	25840	738679
169	25987	738357
170	26122	737680
171	26260	737114
172	26455	738164
173	26633	738698
174	26763	737912
175	26918	737820
176	27072	737676
177	27237	737850
178	27362	736950
179	27516	736821
180	27675	736834
181	27812	736257
182	27969	736214
183	28107	735677
184	28259	735515
185	28429	735807
186	28586	735755
187	28770	736403
188	28925	736302
189	29088	736399
190	29223	735788
191	29349	734964
192	29478	734203
193	29658	734735
194	29846	735453
195	30000	735326
196	30183	735894
197	30321	735364
198	30462	734938
199	30593	734232
200	30733	733791
201	30888	733680
202	31034	733357
203	31190	733287
204	31344	733151
205	31488	732797
206	31658	733048
207	31818	733059
208	31968	732832
209	32097	732119
210	32240	731744
211	32406	731904
212	32545	731431
213	32692	731140
214	32849	731095
215	32988	730625
216	33148	730634
217	33293	730327
218	33445	730153
219	33614	730347
220	33742	729661
221	33886	729327
222	34040	729203
223	34195	729091
224	34357	729147
225	34519	729177
226	34652	728608
227	34797	728304
228	34940	727954
229	35074	727418
230	35243	727600
231	35421	727964
232	35578	727899
233	35715	727435
234	35873	727383
235	36014	727005
236	36155	726611
237	36295	726208
238	36433	725765
239	36575	725413
240	36725	725206
241	36889	725295
242	37061	725520
243	37196	725027
244	37341	724726
245	37488	724471
246	37613	723790
247	37756	723456
248	37920	723544
249	38065	723237
250	38224	723227
251	38405	723603
252	38552	723352
253	38690	722929
254	38818	722319
255	38983	722408
256	39140	722350
257	39308	722477
258	39448	722103
259	39599	721937
260	39722	721243
261	39857	720790
262	39998	720428
263	40145	720188
264	40320	720452
265	40479	720411
266	40678	721092
267	40815	720674
268	40962	720427
269	41121	720386
270	41260	719994
271	41415	719894
272	41578	719940
273	41746	720043
274	41885	719674
275	42060	719905
276	42194	719447
277	42359	719497
278	42509	719304
279	42663	719178
280	42851	719623
281	42983	719129
282	43143	719103
283	43305	719118
284	43448	718800
285	43590	718474
286	43740	718293
287	43901	718275
288	44055	718147
289	44183	717593
290	44322	717239
291	44477	717120
292	44639	717120
293	44807	717224
294	44942	716799
295	45102	716769
296	45248	716512
297	45409	716488
298	45575	716551
299	45744	716665
300	45899	716553
301	46048	716348
302	46181	715896
303	46330	715678
304	46472	715373
305	46619	715135
306	46787	715222
307	46984	715749
308	47123	715388
309	47250	714857
310	47389	714494
311	47562	714654
312	47718	714552
313	47899	714827
314	48038	714477
315	48169	714001
316	48324	713889
317	48518	714357
318	48683	714382
319	48809	713833
320	48961	713685
321	49105	713397
322	49235	712920
323	49389	712794
324	49551	712773
325	49691	712441
326	49824	712018
327	50001	712222
328	50151	712028
329	50298	711793
330	50425	711287
331	50553	710788
332	50700	710572
333	50847	710340
334	51000	710206
335	51167	710259
336	51309	709965
337	51452	709676
338	51608	709581
339	51783	709732
340	51936	709602
341	52079	709322
342	52245	709351
343	52394	709148
344	52547	709015
345	52730	709269
346	52870	708950
347	53041	709053
348	53173	708627
349	53298	708112
350	53473	708259
351	53625	708101
352	53745	707520
