iter	Passed	Remaining
0	422	2113389
1	806	2016064
2	1186	1975630
3	1565	1955496
4	1950	1948809
5	2276	1894432
6	2650	1890694
7	2986	1863801
8	3343	1853894
9	3740	1866361
10	4180	1895926
11	4552	1892526
12	4913	1884904
13	5334	1899829
14	5724	1902412
15	6088	1896669
16	6499	1904974
17	6878	1903785
18	7340	1924278
19	7747	1929081
20	8097	1919834
21	8479	1918758
22	8834	1911773
23	9169	1901107
24	9537	1897993
25	9909	1895696
26	10233	1884883
27	10594	1881258
28	10957	1878261
29	11332	1877342
30	11693	1874382
31	12040	1869311
32	12419	1869292
33	12808	1870828
34	13207	1873518
35	13566	1870667
36	13944	1870405
37	14316	1869434
38	14707	1870915
39	15088	1871019
40	15437	1867243
41	15783	1863168
42	16175	1864703
43	16541	1863213
44	16918	1862900
45	17275	1860505
46	17663	1861455
47	18006	1857710
48	18398	1858994
49	18707	1852016
50	19053	1848911
51	19449	1850724
52	19776	1845927
53	20144	1845061
54	20520	1844978
55	20879	1843338
56	21263	1843921
57	21625	1842640
58	21982	1840920
59	22356	1840705
60	22734	1840771
61	23049	1835813
62	23421	1835451
63	23814	1836711
64	24178	1835671
65	24552	1835484
66	24906	1833751
67	25294	1834609
68	25656	1833482
69	26016	1832307
70	26361	1830102
71	26775	1832604
72	27197	1835618
73	27556	1834360
74	27916	1833171
75	28325	1835190
76	28704	1835232
77	29058	1833649
78	29465	1835431
79	29823	1834150
80	30185	1833098
81	30555	1832599
82	30957	1833944
83	31309	1832342
84	31684	1832123
85	32070	1832498
86	32438	1831852
87	32817	1831789
88	33214	1832752
89	33575	1831705
90	33949	1831413
91	34348	1832429
92	34705	1831206
93	35100	1831944
94	35457	1830742
95	35780	1827796
96	36149	1827225
97	36519	1826718
98	36853	1824428
99	37248	1825160
100	37602	1823896
101	37975	1823573
102	38367	1824143
103	38733	1823431
104	39124	1823932
105	39461	1821926
106	39858	1822682
107	40202	1821010
108	40605	1822015
109	40983	1821916
110	41382	1822715
111	41753	1822252
112	42092	1820409
113	42442	1819066
114	42837	1819666
115	43223	1819860
116	43584	1818988
117	43936	1817765
118	44276	1816071
119	44670	1816608
120	45058	1816875
121	45430	1816494
122	45791	1815654
123	46157	1815040
124	46501	1813559
125	46901	1814272
126	47317	1815594
127	47707	1815862
128	48066	1814986
129	48413	1813639
130	48813	1814289
131	49207	1814702
132	49546	1813118
133	49863	1810728
134	50230	1810148
135	50609	1810018
136	50935	1808009
137	51345	1808982
138	51747	1809672
139	52102	1808693
140	52510	1809558
141	52918	1810410
142	53281	1809724
143	53625	1808365
144	54078	1810694
145	54521	1812648
146	54942	1813854
147	55339	1814237
148	55738	1814695
149	56136	1815089
150	56518	1814960
151	56915	1815289
152	57274	1814454
153	57659	1814390
154	58017	1813528
155	58427	1814237
156	58854	1815489
157	59229	1815134
158	59603	1814717
159	59988	1814666
160	60339	1813569
161	60720	1813367
162	61105	1813310
163	61458	1812278
164	61864	1812811
165	62215	1811757
166	62543	1810022
167	62920	1809710
168	63364	1811318
169	63750	1811264
170	64093	1809977
171	64475	1809824
172	64830	1808878
173	65194	1808197
174	65581	1808177
175	65938	1807303
176	66289	1806285
177	66717	1807372
178	67086	1806845
179	67409	1805070
180	67767	1804266
181	68151	1804150
182	68532	1803935
183	68911	1803689
184	69278	1803121
185	69623	1801982
186	70027	1802357
187	70396	1801853
188	70800	1802222
189	71155	1801356
190	71526	1800892
191	71854	1799349
192	72219	1798749
193	72618	1798998
194	72939	1797299
195	73266	1795775
196	73613	1794741
197	73969	1793935
198	74370	1794228
199	74701	1792831
200	75060	1792105
201	75453	1792204
202	75813	1791507
203	76167	1790676
204	76598	1791658
205	76964	1791098
206	77301	1789887
207	77689	1789850
208	78055	1789304
209	78382	1787870
210	78779	1788030
211	79160	1787838
212	79539	1787583
213	79880	1786488
214	80190	1784701
215	80564	1784353
216	80966	1784627
217	81343	1784327
218	81680	1783171
219	81986	1781334
220	82341	1780597
221	82729	1780551
222	83130	1780788
223	83485	1780032
224	83824	1778942
225	84172	1778052
226	84530	1777366
227	84887	1776684
228	85259	1776309
229	85635	1775999
230	86000	1775475
231	86335	1774345
232	86720	1774232
233	87100	1774015
234	87440	1772995
235	87765	1771664
236	88115	1770857
237	88494	1770637
238	88865	1770253
239	89203	1769202
240	89559	1768513
241	89895	1767445
242	90278	1767305
243	90641	1766774
244	90987	1765901
245	91331	1765003
246	91687	1764325
247	92037	1763558
248	92402	1763072
249	92751	1762273
250	93097	1761426
251	93468	1761070
252	93827	1760468
253	94158	1759356
254	94481	1758105
255	94845	1757596
256	95196	1756874
257	95528	1755796
258	95879	1755068
259	96269	1755069
260	96638	1754672
261	96979	1753775
262	97346	1753348
263	97700	1752695
264	98078	1752466
265	98447	1752075
266	98855	1752366
267	99173	1751076
268	99568	1751147
269	99901	1750119
270	100321	1750624
271	100706	1750519
272	101132	1751105
273	101512	1750906
274	101839	1749795
275	102209	1749418
276	102609	1749548
277	103012	1749722
278	103389	1749464
279	103697	1748040
280	104041	1747234
281	104430	1747170
282	104803	1746844
283	105126	1745696
284	105491	1745229
285	105881	1745190
286	106226	1744409
287	106599	1744083
288	106959	1743546
289	107353	1743568
290	107664	1742236
291	108026	1741745
292	108416	1741699
293	108750	1740753
294	109104	1740132
295	109489	1739987
296	109808	1738811
297	110170	1738326
298	110516	1737589
299	110848	1736623
300	111213	1736190
301	111546	1735253
302	111904	1734705
303	112256	1734070
304	112603	1733354
305	113011	1733583
306	113396	1733448
307	113737	1732647
308	114128	1732607
309	114508	1732399
310	114950	1733124
311	115339	1733053
312	115691	1732417
313	116054	1731951
314	116403	1731264
315	116736	1730356
316	117126	1730290
317	117476	1729634
318	117840	1729186
319	118193	1728574
320	118577	1728429
321	118928	1727793
322	119273	1727060
323	119612	1726255
324	119994	1726067
325	120383	1725992
326	120737	1725405
327	121070	1724513
328	121444	1724216
329	121769	1723228
330	122130	1722736
331	122478	1722080
332	122861	1721900
333	123176	1720782
334	123523	1720115
335	123856	1719252
336	124210	1718671
337	124542	1717807
338	124970	1718251
339	125315	1717560
340	125647	1716695
341	126015	1716315
342	126432	1716607
343	126779	1715941
344	127145	1715536
345	127475	1714662
346	127797	1713661
347	128169	1713352
348	128566	1713359
349	128931	1712943
350	129278	1712290
351	129594	1711231
352	129972	1710995
353	130382	1711177
354	130785	1711268
355	131165	1711040
356	131479	1709967
357	131835	1709443
358	132181	1708792
359	132481	1707543
360	132854	1707232
361	133217	1706807
362	133594	1706553
363	133912	1705544
364	134256	1704875
365	134620	1704455
366	134978	1703971
367	135327	1703360
368	135650	1702435
369	135986	1701672
370	136343	1701164
371	136732	1701068
372	137096	1700660
373	137418	1699731
374	137775	1699233
375	138110	1698461
376	138473	1698041
377	138800	1697183
378	139162	1696752
379	139536	1696465
380	139919	1696294
381	140290	1695967
382	140636	1695345
383	140971	1694595
384	141358	1694471
385	141685	1693612
386	142006	1692702
387	142359	1692173
388	142719	1691724
389	143101	1691531
390	143476	1691258
391	143801	1690400
392	144111	1689369
393	144447	1688643
394	144835	1688527
395	145171	1687798
396	145508	1687095
397	145853	1686479
398	146208	1685980
399	146578	1685650
400	146919	1684990
401	147283	1684603
402	147652	1684260
403	148004	1683732
404	148336	1682983
405	148668	1682229
406	149029	1681797
407	149397	1681454
408	149765	1681110
409	150095	1680341
410	150476	1680141
411	150803	1679339
412	151172	1679002
413	151551	1678775
414	151932	1678574
415	152292	1678146
416	152663	1677832
417	152989	1677033
418	153355	1676667
419	153714	1676217
420	154088	1675937
421	154546	1676578
422	154905	1676129
423	155264	1675684
424	155595	1674942
425	155960	1674563
426	156342	1674360
427	156721	1674140
428	157074	1673631
429	157432	1673181
430	157773	1672549
431	158116	1671931
432	158501	1671772
433	158857	1671297
434	159187	1670550
435	159512	1669760
436	159858	1669190
437	160192	1668486
438	160552	1668066
439	160847	1666962
440	161210	1666568
441	161571	1666159
442	161886	1665270
443	162227	1664657
444	162584	1664209
445	162947	1663819
446	163307	1663395
447	163696	1663270
448	164055	1662839
449	164388	1662150
450	164791	1662163
451	165137	1661606
452	165538	1661601
453	165875	1660947
454	166292	1661093
455	166663	1660785
456	167074	1660871
457	167433	1660440
458	167758	1659680
459	168083	1658909
460	168417	1658233
461	168805	1658098
462	169237	1658384
463	169619	1658178
464	169971	1657681
465	170328	1657231
466	170682	1656749
467	171049	1656406
468	171417	1656058
469	171762	1655497
470	172107	1654935
471	172476	1654603
472	172836	1654188
473	173211	1653913
474	173577	1653554
475	173978	1653522
476	174346	1653186
