iter	Logloss
0	0.6164535454
1	0.5534962078
2	0.5001542635
3	0.4583732474
4	0.4264814881
5	0.4006240445
6	0.3761117955
7	0.3579978895
8	0.342981657
9	0.3307557421
10	0.3185827751
11	0.3098067726
12	0.3033092435
13	0.2962237233
14	0.2906976808
15	0.2855763082
16	0.2812396565
17	0.2774465503
18	0.2734305561
19	0.2705260599
20	0.2676216874
21	0.2648724902
22	0.2626605071
23	0.2609402908
24	0.2591389256
25	0.2569773439
26	0.2555645754
27	0.2541492268
28	0.2529778735
29	0.2518125864
30	0.2508188716
31	0.249362167
32	0.2484532885
33	0.2475250563
34	0.24663252
35	0.2458677786
36	0.245129215
37	0.2444233817
38	0.2437113319
39	0.2431223926
40	0.2424740673
41	0.2419833217
42	0.2412702384
43	0.2408392926
44	0.2403754695
45	0.2399292146
46	0.2394926976
47	0.2390852876
48	0.2387005503
49	0.2383726193
50	0.2379741501
51	0.2374874757
52	0.2372087353
53	0.2368878027
54	0.2366272018
55	0.2363080817
56	0.2360506004
57	0.2357446183
58	0.2354650004
59	0.2352082546
60	0.2349416417
61	0.2347254056
62	0.2345318294
63	0.234281299
64	0.2340641347
65	0.2338252622
66	0.2336380696
67	0.2334015114
68	0.2332476392
69	0.2330716805
70	0.232901453
71	0.2327040644
72	0.232488971
73	0.2322237221
74	0.2320332883
75	0.2318562791
76	0.231668874
77	0.2315148928
78	0.2313009917
79	0.2311156592
80	0.2309324922
81	0.2307913578
82	0.2306218173
83	0.2304570204
84	0.2303165347
85	0.2301940869
86	0.2300442423
87	0.2298998905
88	0.2297519041
89	0.2296458207
90	0.2294952367
91	0.2293790786
92	0.2292627424
93	0.2290863227
94	0.2289482453
95	0.2288650479
96	0.2287505051
97	0.2286453105
98	0.2285203218
99	0.2284074646
100	0.2283089801
101	0.2281851676
102	0.2281072363
103	0.2280043672
104	0.2278867508
105	0.2278118258
106	0.2276966961
107	0.2276119376
108	0.2275242337
109	0.2274029806
110	0.2272873572
111	0.2271684428
112	0.2270783115
113	0.2269964356
114	0.2269106174
115	0.2268320779
116	0.2267348245
117	0.226675976
118	0.2265808186
119	0.226495266
120	0.2264204344
121	0.2263570861
122	0.2262731127
123	0.2262094365
124	0.2261212657
125	0.2260425797
126	0.2259846536
127	0.2259068209
128	0.2258429708
129	0.225775722
130	0.2256608141
131	0.2255943938
132	0.2255344343
133	0.2254799501
134	0.2254070317
135	0.2252986007
136	0.2252206004
137	0.2251142858
138	0.2250472584
139	0.2249808054
140	0.2249265643
141	0.2248658145
142	0.2248069615
143	0.2247512681
144	0.2246244673
145	0.2245567313
146	0.2244981921
147	0.224432631
148	0.2243692412
149	0.2243062629
150	0.2242457711
151	0.224194033
152	0.224139119
153	0.2240702928
154	0.2240061334
155	0.2239471667
156	0.2238832349
157	0.2238178338
158	0.2237535154
159	0.223681987
160	0.223619298
161	0.223561029
162	0.223487854
163	0.22343518
164	0.2233369001
165	0.2232784552
166	0.2232292684
167	0.2231609785
168	0.2230717852
169	0.2230157491
170	0.2229696178
171	0.2228928197
172	0.2228409877
173	0.2227781741
174	0.2227294364
175	0.222658377
176	0.2226058243
177	0.2225374061
178	0.2224769867
179	0.2224195112
180	0.2223607753
181	0.2222878527
182	0.2222280872
183	0.2221606649
184	0.2220964423
185	0.2220445667
186	0.2219727797
187	0.2219306237
188	0.2218641247
189	0.221813528
190	0.2217642551
191	0.221715204
192	0.2216687213
193	0.2215941595
194	0.2215373856
195	0.2214828237
196	0.22143848
197	0.2213804198
198	0.2213157041
199	0.2212524136
200	0.2211916766
201	0.2211346139
202	0.2210840917
203	0.2210284717
204	0.2209658156
205	0.2209147404
206	0.2208466585
207	0.2207783688
208	0.220730336
209	0.2206848477
210	0.2206256944
211	0.2205576352
212	0.2205168801
213	0.2204770297
214	0.2204350654
215	0.2203761384
216	0.2203235737
217	0.22026428
218	0.2202122643
219	0.2201728308
220	0.2201035411
221	0.2200353725
222	0.2199797418
223	0.2199251098
224	0.219877687
225	0.219823956
226	0.2197762124
227	0.2197185292
228	0.2196601467
229	0.2196014706
230	0.2195451903
231	0.2194810289
232	0.2194307348
233	0.2193702795
234	0.2193276646
235	0.2192770039
236	0.2192303405
237	0.2191602072
238	0.2190998295
239	0.219048283
240	0.2189977006
241	0.2189546569
242	0.2189002554
243	0.218843318
244	0.2187961235
245	0.2187505109
246	0.2186972193
247	0.2186445913
248	0.2185934382
249	0.2185362915
250	0.218497808
251	0.2184431525
252	0.2183939141
253	0.2183493952
254	0.2183042881
255	0.2182519016
256	0.2182008648
257	0.2181606922
258	0.2181217131
259	0.2180637925
260	0.2180174513
261	0.2179619796
262	0.217916523
263	0.2178693227
264	0.2178300926
265	0.2177923513
266	0.2177327032
267	0.217689629
268	0.2176440766
269	0.2176048401
270	0.2175452083
271	0.2175019099
272	0.2174503479
273	0.2174002347
