iter	Logloss
0	0.5828537879
1	0.5015230118
2	0.4431451898
3	0.3997853291
4	0.3652400293
5	0.3418643426
6	0.3250380693
7	0.3118867416
8	0.2990499604
9	0.2905226937
10	0.282171666
11	0.2769566189
12	0.2728200038
13	0.2686762868
14	0.2646076387
15	0.2613192368
16	0.2579250452
17	0.25543504
18	0.253485012
19	0.2518059106
20	0.2502835027
21	0.2484783823
22	0.24726324
23	0.2458121402
24	0.2444285195
25	0.2434157566
26	0.2425535269
27	0.2414100457
28	0.2405817063
29	0.2397951605
30	0.239090875
31	0.2385202732
32	0.2379855165
33	0.2374756408
34	0.2369985863
35	0.2366545909
36	0.2362725883
37	0.2358746324
38	0.2355438002
39	0.2352218251
40	0.234809579
41	0.2344658217
42	0.2341469816
43	0.233861296
44	0.2335664885
45	0.2331970311
46	0.2329706977
47	0.2326667035
48	0.2324224684
49	0.2321935135
50	0.2319087245
51	0.2317108565
52	0.2314832855
53	0.231243202
54	0.2309532574
55	0.230659283
56	0.2304208557
57	0.2302287561
58	0.2300645345
59	0.2298642342
60	0.229683927
61	0.2295155748
62	0.2293620832
63	0.2291707838
64	0.2289998204
65	0.2287867541
66	0.2286360168
67	0.2284223259
68	0.2282546794
69	0.2281002967
70	0.2279692237
71	0.2278266956
72	0.2276894952
73	0.2275316505
74	0.2274367497
75	0.2272908032
76	0.227169707
77	0.2270031321
78	0.2268251282
79	0.2267204469
80	0.2266179741
81	0.2264973799
82	0.226357033
83	0.2262757192
84	0.2260906619
85	0.2260023127
86	0.2258980113
87	0.225774292
88	0.2256711262
89	0.2255589999
90	0.2254485862
91	0.2253441534
92	0.2251910189
93	0.225093815
94	0.2249676634
95	0.2248820879
96	0.2247503501
97	0.2246510973
98	0.2245594286
99	0.2244056629
100	0.2242668802
101	0.224156986
102	0.2240437016
103	0.2239538958
104	0.223861681
105	0.2237590636
106	0.2236548241
107	0.2235407249
108	0.2234484805
109	0.2233327807
110	0.2232460369
111	0.2231801842
112	0.2231230356
113	0.2230649676
114	0.2229558844
115	0.2228765219
116	0.2228067096
117	0.2227116801
118	0.2226470019
119	0.2225566363
120	0.2224674464
121	0.2223763994
122	0.2222715509
123	0.2221994365
124	0.222115271
125	0.2220260337
126	0.2219347043
127	0.2218404128
128	0.2217594464
129	0.2216667914
130	0.2215988423
131	0.2214942882
132	0.2214048817
133	0.2213335964
134	0.2212601177
135	0.221184272
136	0.2210933602
137	0.2210118988
138	0.220923527
139	0.2208284086
140	0.2207572497
141	0.2206597268
142	0.2205869776
143	0.22051066
144	0.2204293563
145	0.220328966
146	0.2202473681
147	0.2201542002
148	0.2200609172
149	0.219986868
150	0.2199200925
151	0.2198407069
152	0.2197468174
153	0.219680225
154	0.2196201089
155	0.2195451094
156	0.2194748537
157	0.2194135199
158	0.2193371584
159	0.2192529223
160	0.2191723973
161	0.2190960716
162	0.2190284072
163	0.2189578422
164	0.2188800329
165	0.2187941825
166	0.2187316608
167	0.2186744732
168	0.2186157955
169	0.2185484807
170	0.2184741797
171	0.2184165567
172	0.2183369941
173	0.2182629132
174	0.218204812
175	0.2181233999
176	0.2180611525
177	0.2179849833
178	0.2178991359
179	0.2178198582
180	0.2177585055
181	0.2176963028
182	0.2176437196
183	0.2175761706
184	0.2174997222
185	0.2174463338
186	0.2173828181
187	0.2172978919
188	0.2172398375
189	0.2171910994
190	0.217116701
191	0.2170474818
192	0.2169950267
193	0.2169350778
194	0.2168681149
195	0.2168089693
196	0.2167522168
197	0.2167063931
198	0.2166492851
199	0.216572888
200	0.2164995747
201	0.2164415413
202	0.2163720512
203	0.2162912274
204	0.2162251524
205	0.2161647589
206	0.21610428
207	0.216030701
208	0.2159659005
