iter	Logloss
147	0.2207770799
148	0.2194726775
149	0.218653814
150	0.2180461002
151	0.217620639
152	0.2165507685
153	0.2159960578
154	0.2148805819
155	0.2144931566
156	0.2130586347
157	0.212111316
158	0.2107689944
159	0.2102660381
160	0.2091915953
161	0.2082097221
162	0.2072169755
163	0.2061552971
164	0.2055467559
165	0.2045365197
166	0.20378054
167	0.2031697414
168	0.2025597382
169	0.2020104338
170	0.2012884988
171	0.2001780159
172	0.1996979048
173	0.1988496147
174	0.1981535022
175	0.197710796
176	0.1970442884
177	0.1963652946
178	0.1959997151
179	0.1949988411
180	0.1942058283
181	0.1940998329
182	0.1931657106
183	0.1924376153
184	0.1916010748
185	0.1904462076
186	0.1897532656
187	0.1890277842
188	0.1879891503
189	0.1874686444
190	0.186905719
191	0.1860231099
192	0.1854532551
193	0.1850527121
194	0.1843053498
195	0.1834476833
196	0.1829834724
197	0.182788777
198	0.181932624
199	0.1809386034
200	0.1801401148
201	0.1793752123
202	0.179180784
203	0.1782586042
204	0.1779123129
205	0.1771582812
206	0.1764065327
207	0.1759048961
208	0.1755825839
209	0.1751610519
210	0.1742278642
211	0.1737785283
212	0.1734698939
213	0.1725311847
214	0.1718877816
215	0.1709541319
216	0.1699976767
217	0.1698204975
218	0.1693941265
219	0.1692433478
220	0.1690431426
221	0.1686182873
222	0.1681547919
223	0.1676740607
224	0.1674358725
225	0.1666176268
226	0.1663056594
227	0.1657040703
228	0.1653125388
229	0.1646357374
230	0.1641653693
231	0.1636554404
232	0.163073757
233	0.1623236363
234	0.1615829564
235	0.1613216791
236	0.1608247859
237	0.1604694205
238	0.1603075963
239	0.1599709472
240	0.1593578875
241	0.1588848693
242	0.1586870191
243	0.1580195923
244	0.1573968301
245	0.1569776347
246	0.1565298855
247	0.1560441479
248	0.1554502971
249	0.155339791
250	0.1545028251
251	0.1537871352
252	0.1531314243
253	0.1527538814
254	0.1522378461
255	0.1514880068
256	0.1513777993
257	0.1509554584
258	0.1507365681
259	0.1502273723
260	0.1496377473
261	0.1490975304
262	0.1486068746
263	0.148191571
264	0.1474528177
265	0.1468732364
266	0.1463449754
267	0.1458568926
268	0.1450900103
269	0.1446417513
270	0.1444933295
271	0.1439141992
272	0.1433868125
273	0.1429864098
274	0.1425110565
275	0.1421684753
276	0.1420438702
277	0.1419382224
278	0.141573519
279	0.1411579001
280	0.1409688478
281	0.1406224761
282	0.1402234374
283	0.1396934537
284	0.1392221931
285	0.13908691
286	0.1386264265
287	0.1381096139
288	0.1377911127
289	0.1375402593
290	0.1369746538
291	0.1364434037
292	0.1360478467
293	0.1356158921
294	0.1347897057
295	0.1343787013
296	0.1340065812
297	0.1336630175
298	0.1330184794
299	0.1327673358
300	0.1322685441
301	0.1320322752
302	0.1316404764
303	0.1311430528
304	0.1307415762
305	0.1302962969
306	0.1300835983
307	0.1295645979
308	0.129332058
309	0.1288574209
310	0.1283868687
311	0.1278010022
312	0.1272967068
313	0.1269405448
314	0.1265828268
315	0.1260960612
316	0.1255733159
317	0.125222589
318	0.124961191
319	0.1245471037
320	0.1240738921
321	0.1237489204
322	0.1233837644
323	0.1231078358
324	0.1224869115
325	0.1221810143
326	0.1219684471
327	0.121726069
328	0.1213791192
329	0.1212857081
330	0.1209004442
331	0.1206325608
332	0.1203561879
333	0.12018758
334	0.119615308
335	0.1189177789
336	0.1186321943
337	0.1182300745
338	0.1178056762
339	0.1173808177
340	0.1171976637
341	0.1167578009
342	0.1163666671
343	0.1161087061
344	0.1157835148
345	0.1153921897
346	0.1150480725
347	0.1147682367
348	0.114177259
349	0.1141162756
350	0.1136346964
351	0.1132949752
352	0.1129309962
353	0.1123854141
354	0.1118783142
355	0.1115201787
356	0.1112022466
357	0.1108767151
358	0.1106324123
359	0.1103994053
360	0.1099362601
361	0.1094658826
362	0.1089669557
363	0.1085809364
364	0.1083341176
365	0.107916603
366	0.1075877962
367	0.1074917118
368	0.1070220979
369	0.1066086138
370	0.1064525554
371	0.1062349734
372	0.1059424479
373	0.1057132971
374	0.1052620568
375	0.1051053755
376	0.1046371599
377	0.104507379
378	0.1044737778
379	0.1042978988
380	0.1037484649
381	0.1033325402
382	0.1032224967
383	0.1025847068
384	0.1023234895
385	0.1021078249
386	0.1015980225
387	0.1014385044
388	0.1010822214
389	0.1006816628
390	0.1001319264
391	0.09984663971
392	0.09950391556
393	0.09927865551
394	0.09903895725
395	0.09866413395
396	0.09821087089
397	0.09812085085
398	0.09796389596
399	0.09739576711
400	0.09716508849
401	0.09681593363
402	0.09657222569
403	0.09643127542
404	0.09607614221
405	0.09592729635
406	0.09546260203
407	0.09521536838
408	0.09492289849
409	0.09452870426
410	0.09429563158
411	0.09397975697
412	0.0938044698
413	0.09329365908
414	0.09310280666
415	0.09297816468
416	0.09275091959
417	0.09230510218
418	0.09200916633
419	0.0917700241
420	0.09155129142
421	0.09142663779
422	0.0911910137
423	0.09087743262
424	0.09065898236
425	0.09052455982
426	0.09034289605
427	0.0898238049
428	0.08941448542
429	0.08916721911
430	0.08864802117
431	0.0882240398
432	0.08791569619
433	0.08770508577
434	0.08757756836
435	0.08728824723
436	0.08703424498
437	0.08698295304
438	0.08673093592
439	0.08637322601
440	0.08612442831
441	0.08565603127
442	0.08550838271
443	0.0854372642
444	0.08525992118
445	0.0847841368
446	0.08441393945
447	0.08396251543
448	0.08385210461
449	0.08351824549
450	0.08309973592
451	0.08289518377
452	0.08269454075
453	0.08235681879
454	0.08202033844
455	0.08170941114
456	0.08149250309
457	0.08139247446
458	0.08118250878
459	0.08072918452
460	0.08055487167
461	0.08033630356
462	0.08007145733
463	0.07978849509
464	0.07969779322
465	0.07963408187
466	0.07927472121
467	0.07908742601
468	0.07891987439
469	0.07872394283
470	0.0784974886
471	0.07815537822
472	0.07812272979
473	0.07788507345
474	0.07785345388
475	0.07775645612
476	0.07770752074
477	0.07768438579
478	0.07730585793
479	0.07693420001
480	0.07689540469
481	0.0765542146
482	0.07634761239
483	0.07600854013
484	0.07581795476
485	0.07566265834
486	0.07539731607
487	0.07523830589
488	0.07507290205
489	0.07498541967
490	0.07484750066
491	0.07466025946
492	0.07448172831
493	0.07413674618
494	0.07396854967
495	0.07349352499
496	0.07332048884
497	0.07323637738
498	0.07311411109
499	0.07282469983
500	0.07263841953
501	0.07249809657
502	0.07238387471
503	0.07216338609
504	0.07214495242
505	0.07195520627
506	0.07163542184
507	0.07146588078
508	0.07139172
509	0.07119156933
510	0.07101531965
511	0.0706710365
512	0.07046379637
513	0.07023832775
514	0.07015060674
515	0.06987034244
516	0.069501591
517	0.06929470602
518	0.06912276626
519	0.06884801016
520	0.06869904806
521	0.06836529842
522	0.06820382591
523	0.06814591355
524	0.0681163672
525	0.06804068793
526	0.06784242403
527	0.06755872819
528	0.06736456499
529	0.06734063255
530	0.06723113272
531	0.06701629343
532	0.06677924714
533	0.06648614571
534	0.066194245
535	0.06593877931
536	0.06574427361
537	0.0655821828
538	0.06551812
539	0.06546712741
540	0.06533973595
541	0.06510791584
542	0.06491983946
543	0.06485855723
544	0.06464202976
545	0.06451410771
546	0.06421299716
547	0.06412359948
548	0.06393161747
549	0.06372795685
550	0.06362868863
551	0.06351248863
552	0.06334869817
553	0.06306424428
554	0.06293706824
555	0.06273593774
556	0.06255954252
557	0.06243840633
558	0.06218489344
559	0.06203369262
560	0.06167853045
561	0.06150113697
562	0.06130370301
563	0.06106586061
564	0.06091102816
565	0.06087920009
566	0.06076068716
567	0.0606261065
568	0.06052056411
569	0.06044054117
570	0.06034504085
571	0.0601880977
572	0.06012956751
573	0.06000225478
574	0.05988261798
575	0.05979337845
576	0.05964267957
577	0.05954680826
578	0.05951719649
579	0.05925417229
580	0.05911368955
581	0.05895681838
582	0.05892869199
583	0.0588033879
584	0.05874406305
585	0.05861781526
586	0.05840648488
587	0.05832169604
588	0.05810357652
589	0.05798171184
590	0.05771630742
591	0.05757683485
592	0.05743147223
593	0.05730010695
594	0.0572069226
595	0.05715346025
596	0.05700715807
597	0.05687683807
598	0.05681795606
599	0.05680107587
600	0.05677549288
601	0.05662561087
602	0.05651751482
603	0.05633851996
604	0.05627799568
605	0.0561795904
606	0.05603734576
607	0.05582441238
608	0.05579977848
609	0.05568541783
610	0.05560502123
611	0.05548906535
612	0.05533081535
613	0.05523286326
614	0.05507082061
615	0.0549725293
616	0.05493088715
617	0.05489410012
618	0.05468598133
619	0.05452548405
620	0.05444711098
621	0.05425911597
622	0.05405706196
623	0.05397541572
624	0.05390719478
625	0.05375155347
626	0.05364352577
627	0.05339720357
628	0.05326603294
629	0.05303180797
630	0.05279941182
631	0.05271958823
632	0.0526846596
633	0.05258371658
634	0.05248947561
635	0.05244706395
636	0.05219704511
637	0.0520334291
638	0.05181243289
639	0.05174079838
640	0.05150856231
641	0.05132404327
642	0.05123755942
643	0.05105988251
644	0.05086375985
645	0.05079724812
646	0.05069973173
647	0.05061678022
648	0.05050483097
649	0.05039183335
650	0.05024306251
651	0.05008509483
652	0.04991040965
653	0.0498050118
654	0.04966205855
655	0.04961432852
656	0.04959667359
657	0.04957667485
658	0.04936105426
659	0.04920684244
660	0.04909015416
661	0.04890168086
662	0.04885314925
663	0.04877446374
664	0.04861342788
665	0.04849613701
666	0.04831107003
667	0.04813114171
668	0.04805667326
669	0.04791035898
670	0.04783706919
671	0.04766786092
672	0.04756107592
673	0.04740725875
674	0.04728004488
675	0.04718947443
676	0.04712397438
677	0.04700767166
678	0.04687926411
679	0.04682276816
680	0.04672038226
681	0.04641325527
682	0.04632706444
683	0.04607103836
684	0.0460133038
685	0.04588468137
686	0.04572293432
687	0.04555681589
688	0.04547810233
689	0.04538261835
690	0.0453340482
691	0.04521580151
692	0.0451326612
693	0.04507125719
694	0.04495230975
695	0.04491358564
696	0.04479950674
697	0.04462612119
698	0.04446325487
699	0.04436083122
